oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Motorola,Razr 2019,2019,2020,Unfolded: 172 x 72 x 6.9 mmFolded: 94 x 72 x 14mm,205.0,eSIM,"Foldable P-OLED capacitive touchscreen, 16M colors",6.2,876 x 2142 pixels (~373 ppi density),"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,Moto G8 Play,2019,2019,157.6 x 75.4 x 9 mm (6.20 x 2.97 x 0.35 in),6.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 9.0 (Pie)
Motorola,Moto E6 Play,2019,2019,146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in),140.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.5,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Motorola,Moto G8 Plus,2019,2019,158.4 x 75.8 x 9.1 mm (6.24 x 2.98 x 0.36 in),188.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,One Macro,2019,2019,157.6 x 75.4 x 9 mm (6.20 x 2.97 x 0.35 in),186.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 9.0 (Pie)
Motorola,Moto E6 Plus,2019,2019,155.6 x 73.1 x 8.6 mm (6.13 x 2.88 x 0.34 in),7.0,"Dual SIM (Nano-SIM/Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.1,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Motorola,One Zoom,2019,2019,158 x 75 x 8.8 mm (6.22 x 2.95 x 0.35 in),190.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,One Action,2019,2019,160.1 x 71.2 x 9.2 mm (6.30 x 2.80 x 0.36 in),176.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2520 pixels, 21:9 ratio (~432 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,Moto E6,2019,2019,149.7 x 72.3 x 8.6 mm (5.89 x 2.85 x 0.34 in),159.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.5,"720 x 1440 pixels, 18:9 ratio (~296 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Motorola,Moto Z4,2019,2019,158 x 75 x 7.4 mm (6.22 x 2.95 x 0.29 in),165.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.4,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,One Vision,2019,2019,160.1 x 71.2 x 8.7 mm (6.30 x 2.80 x 0.34 in),180.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2520 pixels, 21:9 ratio (~432 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,XOOM MZ604,2011,Discontinued,249.1 x 167.8 x 12.9 mm (9.81 x 6.61 x 0.51 in),730.0,,"TFT capacitive touchscreen, 16M colors",10.1,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Accelerometer, gyro, barometer, compass",Android 3.0 (Honeycomb)
Motorola,XOOM MZ601,2011,Discontinued,249.1 x 167.8 x 12.9 mm (9.81 x 6.61 x 0.51 in),730.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",10.1,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Accelerometer, gyro, barometer, compass",Android 3.0 (Honeycomb)
Motorola,QUENCH,2010,Discontinued,116.8 x 60 x 12.4 mm (4.60 x 2.36 x 0.49 in),130.0,Mini-SIM,"TFT capacitive touchscreen, 65K colors",3.1,"320 x 480 pixels, 3:2 ratio (~186 ppi density)","Accelerometer, proximity, compass",Android 1.5 (Cupcake)
Motorola,XT701,2009,Discontinued,116 x 60.9 x 10.9 mm (4.57 x 2.40 x 0.43 in),140.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",3.7,"480 x 854 pixels, 16:9 ratio (~265 ppi density)","Accelerometer, proximity, compass",Android 2.0 (Eclair)
Motorola,A910,2005,Discontinued,"93 x 51 x 23 mm, 88 cc (3.66 x 2.01 x 0.91 in)",127.0,Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 4:3 ratio",V1,Linux
Motorola,E895,2005,Discontinued,"93 x 51 x 23 mm, 88 cc (3.66 x 2.01 x 0.91 in)",127.0,Mini-SIM,"TFT, 256K colors",2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,Linux
Motorola,E1060,2005,Cancelled,107 x 53 x 21 mm (4.21 x 2.09 x 0.83 in),125.0,Mini-SIM,"TFT, 256K colors",,"320 x 240 pixels, 4:3 ratio",V1,
Motorola,C168,2005,Discontinued,"104.4 x 46 x 14 mm, 63 cc (4.11 x 1.81 x 0.55 in)",77.0,Mini-SIM,"CSTN, 4096 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Motorola,E680i,2005,Discontinued,"109 x 53.8 x 20.5 mm, 105 cc (4.29 x 2.12 x 0.81 in)",133.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",2.5,"240 x 320 pixels, 4:3 ratio (~160 ppi density)",V1,Linux
Motorola,V560,2005,Cancelled,V1,0.0,Mini-SIM,V1,,,V1,
Motorola,V186,2005,Discontinued,86.5 x 44.5 x 25 mm (3.41 x 1.75 x 0.98 in),92.0,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Motorola,V176,2005,Discontinued,V1,0.0,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,V1,
Motorola,C980,2004,Discontinued,114 x 53 x 24.5 mm (4.49 x 2.09 x 0.96 in),139.0,Mini-SIM,"TFT, 65K colors",1.9,176 x 220 pixels (~148 ppi density),V1,
Motorola,A780,2004,Discontinued,"106 x 53 x 24 mm, 106 cc (4.17 x 2.09 x 0.94 in)",141.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",2.5,"240 x 320 pixels, 4:3 ratio (~160 ppi density)",V1,Linux
Motorola,C975,2004,Discontinued,"114 x 53 x 24 mm, 112 cc (4.49 x 2.09 x 0.94 in)",139.0,Mini-SIM,"TFT, 65K colors",1.9,176 x 220 pixels (~148 ppi density),V1,
Motorola,V555,2004,Discontinued,89 x 49 x 25 mm (3.50 x 1.93 x 0.98 in),120.0,Mini-SIM,"TFT, 65K colors",,"176 x 220 pixels, 8 lines",V1,
Motorola,A840,2004,Discontinued,94 x 49 x 24 mm (3.70 x 1.93 x 0.94 in),115.0,Mini-SIM,"TFT, 256K colors",2.2,176 x 220 pixels (~128 ppi density),V1,
Motorola,E398,2004,Discontinued,108 x 46 x 21 mm (4.25 x 1.81 x 0.83 in),108.0,Mini-SIM,"TFT, 65K colors",1.9,"176 x 220 pixels, 8 lines (~148 ppi density)",V1,
Motorola,MPx,2004,Discontinued,"99.7 x 61.2 x 24 mm, 140 cc (3.93 x 2.41 x 0.94 in)",174.0,Mini-SIM,"TFT resistive touchscreen, 65k colors",2.8,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",V1,Microsoft PocketPC 2003 SE
Motorola,MPx100,2004,Cancelled,"114 x 50 x 22 mm, 106 cc (4.49 x 1.97 x 0.87 in)",130.0,Mini-SIM,"TFT, 65k colors",,"176 x 220 pixels, 9 lines",V1,Microsoft Smartphone 2003
Motorola,V872,2004,Discontinued,"87 x 46 x 21.8 mm, 85 cc (3.43 x 1.81 x 0.86 in)",90.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Motorola,V878,2003,Discontinued,82 x 42 x 21.5 mm (3.23 x 1.65 x 0.85 in),85.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Motorola,A925,2003,Discontinued,"148 x 60 x 24 mm, 175 cc (5.83 x 2.36 x 0.94 in)",210.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",,"208 x 320 pixels, 3:2 ratio",V1,Symbian 7.0
Motorola,A920,2003,Discontinued,"148 x 60 x 24 mm, 175 cc (5.83 x 2.36 x 0.94 in)",212.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",,"208 x 320 pixels, 3:2 ratio",V1,Symbian 7.0
Motorola,V690,2003,Discontinued,"90 x 47 x 23 mm, 80 cc (3.54 x 1.85 x 0.91 in)",93.0,Mini-SIM,"TFT, 65K colors",,"128 x 160 pixels, 9 lines",V1,
Motorola,A835,2003,Discontinued,"135 x 58.2 x 24.2 mm, 134 cc (5.31 x 2.29 x 0.95 in)",157.0,Mini-SIM,"TFT, 65K colors",,176 x 220 pixels,V1,
Motorola,T725,2003,Discontinued,90 x 47 x 21 mm (3.54 x 1.85 x 0.83 in),100.0,Mini-SIM,"CSTN, 4096 colors",,"120 x 160 pixels, 9 lines, 4:3 ratio",V1,
Motorola,T720i,2002,Discontinued,90 x 47 x 21 mm (3.54 x 1.85 x 0.83 in),100.0,Mini-SIM,"CSTN, 4096 colors",,"120 x 160 pixels, 9 lines, 4:3 ratio",V1,
Motorola,T720,2002,Discontinued,90 x 47 x 21 mm (3.54 x 1.85 x 0.83 in),100.0,Mini-SIM,"CSTN, 4096 colors",,"120 x 160 pixels, 9 lines, 4:3 ratio",V1,
Motorola,V70,2002,Discontinued,94 x 38 x 18 mm (3.70 x 1.50 x 0.71 in),83.0,Mini-SIM,Monochrome graphic,,"96 x 64 pixels, 3 lines + prompts, 3:2 ratio",V1,
Motorola,C336,2002,Discontinued,"102 x 46 x 19 mm, 73 cc (4.02 x 1.81 x 0.75 in)",80.0,Mini-SIM,Grayscale graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",V1,
Motorola,C332,2002,Discontinued,107 x 46 x 22 mm (4.21 x 1.81 x 0.87 in),84.0,Mini-SIM,Grayscale graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",V1,
Motorola,C331,2002,Discontinued,101 x 48 x 21 mm (3.98 x 1.89 x 0.83 in),83.0,Mini-SIM,Grayscale graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",V1,
Motorola,V60i,2002,Discontinued,"87 x 45 x 24 mm, 73 cc (3.43 x 1.77 x 0.94 in)",103.0,Mini-SIM,Monochrome graphic,,"96 x 64 pixels, 3:2 ratio",V1,
Motorola,Accompli 388,2002,Discontinued,98 x 58 x 24 mm (3.86 x 2.28 x 0.94 in),130.0,Mini-SIM,Monochrome graphic,,"320 x 240 pixels, 8 lines, 4:3 ratio",V1,
Motorola,V60,2001,Discontinued,"87 x 45 x 24 mm, 73 cc (3.43 x 1.77 x 0.94 in)",109.0,Mini-SIM,Monochrome graphic,,"96 x 64 pixels, 3:2 ratio",V1,
Motorola,Accompli 008,2002,Discontinued,98 x 60 x 28 mm (3.86 x 2.36 x 1.10 in),155.0,Mini-SIM,"Monochrome graphics, resistive touchscreen",,"320 x 240 pixels, 8 lines, 4:3 ratio",V1,
Motorola,Timeport 280,2001,Discontinued,"125 x 49 x 24 mm, 98 cc (4.92 x 1.93 x 0.94 in)",109.0,Mini-SIM,"Monochrome graphic, Optimax",,"128 x 100 pixels, 7 lines x 16 chars",V1,
Motorola,V.box(V100),2000,Discontinued,83 x 44 x 25 mm (3.27 x 1.73 x 0.98 in),83.0,Mini-SIM,Monochrome graphic,,"126 x 64 pixels, 7 lines",V1,
Motorola,StarTAC 130,1998,Discontinued,94 x 55 x 19 mm (3.70 x 2.17 x 0.75 in),95.0,Mini-SIM,Monochrome graphic,,4 x 15 chars,V1,
Motorola,StarTAC 85,1997,Discontinued,98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in),112.0,Mini-SIM,Monochrome graphic,,4 x 15 chars,V1,
Motorola,StarTAC Rainbow,1997,Discontinued,98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in),112.0,Mini-SIM,Alphanumeric,,2 x 12 chars,V1,
Motorola,StarTAC 75+,1997,Discontinued,98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in),112.0,Mini-SIM,Alphanumeric,,2 x 12 chars,V1,
Motorola,StarTAC 75,1997,Discontinued,98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in),112.0,Mini-SIM,Alphanumeric,,2 x 12 chars,V1,
Motorola,SlimLite,1997,Discontinued,143 x 57 x 16 mm (5.63 x 2.24 x 0.63 in),141.0,Mini-SIM,Monochrome graphic,,4 x 16 chars,V1,
Motorola,cd930,1998,Discontinued,129 x 55 x 27 mm (5.08 x 2.17 x 1.06 in),120.0,Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,cd920,1998,Discontinued,129 x 55 x 27 mm (5.08 x 2.17 x 1.06 in),120.0,Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,M3188,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170.0,Mini-SIM,Monochrome graphic,,"96 x 32 pixels, 2 x 12 chars",V1,
Motorola,M3288,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170.0,Mini-SIM,Monochrome graphic,,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,M3588,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170.0,Mini-SIM,Monochrome graphic,,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,M3688,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170.0,Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 lines",V1,
Motorola,M3788,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170.0,Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 lines",V1,
Motorola,M3888,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170.0,Mini-SIM,Monochrome graphic,,2 x 12 chars,V1,
Motorola,Moto Z4 Force,,Cancelled,,0.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,Moto Z4 Play,,Cancelled,,0.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.22,"1080 x 2340 pixels, 19.5:9 ratio (~414 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,P40,,Cancelled,160.1 x 71.2 x 8.7 mm (6.30 x 2.80 x 0.34 in),0.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,1080 x 2310 pixels (~411 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
NEC,N401i,2005,Discontinued,"90 x 44 x 23 mm, 85 cc (3.54 x 1.73 x 0.91 in)",90.0,Mini-SIM,65K colors,1.9,176 x 220 pixels (~148 ppi density),V1,
NEC,N343i,2005,Discontinued,109 x 43 x 12.7 mm (4.29 x 1.69 x 0.5 in),95.0,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,V1,
NEC,N200,2005,Discontinued,70 x 51 x 18.6 mm (2.76 x 2.01 x 0.73 in),70.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,N923,2004,Discontinued,85 x 54 x 9.5 mm (3.35 x 2.13 x 0.37 in),70.0,Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",V1,
NEC,N920,2004,Discontinued,85 x 54 x 9.6 mm (3.35 x 2.13 x 0.38 in),70.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,e338,2004,Discontinued,"93.8 x 47.1 x 23.3 mm, 89 cc (3.69 x 1.85 x 0.92 in)",114.0,Mini-SIM,"TFT, 65K colors",2.0,176 x 220 pixels (~141 ppi density),V1,
NEC,e228,2004,Discontinued,129 x 54 x 21 mm (5.08 x 2.13 x 0.83 in),125.0,Mini-SIM,"TFT, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,
NEC,N410i,2004,Discontinued,"101 x 49 x 24 mm, 103 cc (3.98 x 1.93 x 0.94 in)",118.0,Mini-SIM,"TFT, 65K colors",2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,N400i,2004,Discontinued,"101 x 49 x 24 mm, 100 cc (3.98 x 1.93 x 0.94 in)",110.0,Mini-SIM,65K colors,2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,N331i,2004,Discontinued,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,N830,2004,Discontinued,101 x 49 x 24 mm (3.98 x 1.93 x 0.94 in),110.0,Mini-SIM,"TFT, 65K colors",2.2,"320 x 240 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,N820,2003,Discontinued,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110.0,Mini-SIM,"TFT, 65K colors",2.2,"320 x 240 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,e606,2003,Discontinued,"109 x 53 x 32 mm, 140 cc (4.29 x 2.09 x 1.26 in)",145.0,Mini-SIM,"TFT, 65K colors",,"132 x 160 pixels, 8 lines",V1,
NEC,e232,2003,Discontinued,"90 x 43 x 23 mm, 97 cc (3.54 x 1.69 x 0.91 in)",90.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,DB4100,2000,Discontinued,"120 x 42 x 22 mm, 89 cc (4.72 x 1.65 x 0.87 in)",99.0,Mini-SIM,Alphanumeric,,"97 x 59 pixels, 5:3 ratio",V1,
NEC,G9D+,1997,Discontinued,145 x 49 x 22.5 mm (5.71 x 1.93 x 0.89 in),200.0,Mini-SIM,Alphanumeric,,4 x 12 chars,V1,
Neonode,N1m,2005,Discontinued,88 x 52 x 21 mm (3.46 x 2.05 x 0.83 in),94.0,Mini-SIM,"TFT touchscreen, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Windows CE.NET
Nokia,C5 Endi,2020,2020,171.7 x 76.7 x 8.9 mm (6.76 x 3.02 x 0.35 in),200.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",6.52,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
Nokia,C2 Tennen,2020,2020,150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in),180.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 10
Nokia,C2 Tava,2020,2020,150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in),180.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 10
Nokia,150 (2020),2020,2020,132 x 50.5 x 15 mm (5.20 x 1.99 x 0.59 in),5.0,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,125,2020,2020,132 x 50.5 x 15 mm (5.20 x 1.99 x 0.59 in),3.0,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,8.3 5G,2020,2020,171.9 x 78.6 x 9 mm (6.77 x 3.09 x 0.35 in),220.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.81,"1080 x 2400 pixels, 20:9 ratio (~386 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Nokia,5.3,2020,2020,164.3 x 76.6 x 8.5 mm (6.47 x 3.02 x 0.33 in),185.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.55,"720 x 1600 pixels, 20:9 ratio (~268 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 10
Nokia,1.3,2020,2020,147.3 x 71.2 x 9.4 mm (5.80 x 2.80 x 0.37 in),155.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 10 (Go edition)
Nokia,5310 (2020),2020,2020,"123.7 x 52.4 x 13.1 mm, 44.8 cc (4.87 x 2.06 x 0.52 in)",2.0,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",TFT,2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,2.3,2019,2019,157.7 x 75.4 x 8.7 mm (6.21 x 2.97 x 0.34 in),183.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Nokia,7.2,2019,2019,159.9 x 75.2 x 8.3 mm (6.30 x 2.96 x 0.33 in),180.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Nokia,6.2,2019,2019,159.9 x 75.1 x 8.3 mm (6.30 x 2.96 x 0.33 in),180.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Nokia,800 Tough,2019,2019,145.4 x 62.1 x 16.1 mm (5.72 x 2.44 x 0.63 in),161.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","TFT, 256K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,KaiOS
Nokia,2720 Flip,2019,2019,192.7 x 54.5 x 11.6 mm (7.59 x 2.15 x 0.46 in),118.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","TFT, 256K colors",2.8,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",V1,KaiOS
Nokia,220 4G,2019,2019,121.3 x 52.9 x 13.4 mm (4.78 x 2.08 x 0.53 in),5.0,"Single SIM (Nano-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,110 (2019),2019,2019,115.2 x 49.9 x 14.3 mm (4.54 x 1.96 x 0.56 in),75.0,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors",1.77,"120 x 160 pixels, 4:3 ratio (~113 ppi density)",V1,
Nokia,105 (2019),2019,2019,119 x 49.2 x 14.4 mm (4.69 x 1.94 x 0.57 in),73.0,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors",1.77,"120 x 160 pixels, 4:3 ratio (~113 ppi density)",V1,
Nokia,3.1 C,2019,2019,152.7 x 71.9 x 9.4 mm (6.01 x 2.83 x 0.37 in),156.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, gyro, proximity",Android 9.0 (Pie)
Nokia,3.1 A,2019,2019,152.7 x 71.9 x 9.4 mm (6.01 x 2.83 x 0.37 in),156.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, gyro, proximity",Android 9.0 (Pie)
Nokia,2.2,2019,2019,146 x 70.6 x 9.3 mm (5.75 x 2.78 x 0.37 in),153.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Nokia,X6 8GB (2010),2010,Discontinued,111 x 51 x 13.8 mm (4.37 x 2.01 x 0.54 in),122.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",3.2,"360 x 640 pixels, 16:9 ratio (~229 ppi density)","Accelerometer, proximity",Symbian 9.4
Nokia,X6 16GB (2010),2010,Discontinued,111 x 51 x 13.8 mm (4.37 x 2.01 x 0.54 in),122.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",3.2,"360 x 640 pixels, 16:9 ratio (~229 ppi density)","Accelerometer, proximity",Symbian 9.4
Nokia,X6 (2009),2009,Discontinued,111 x 51 x 13.8 mm (4.37 x 2.01 x 0.54 in),122.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",3.2,"360 x 640 pixels, 16:9 ratio (~229 ppi density)","Accelerometer, proximity",Symbian 9.4
Nokia,6131 NFC,2007,Discontinued,92 x 47 x 20 mm (3.62 x 1.85 x 0.79 in),104.0,Mini-SIM,"TFT, 16M colors",2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,
Nokia,8.1 Plus,,Cancelled,,0.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.22,"1080 x 2520 pixels, 21:9 ratio (~441 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
O2,Cosmo,2006,Discontinued,111 x 62 x 13 mm (4.37 x 2.44 x 0.51 in),130.0,Mini-SIM,"TFT, 65K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,Microsoft Windows Mobile 5.0 Smartphone
